PACKAGE,TYPE,METHOD,LINE,NOP,LOCm,NLS,CC,NOS,NOL,FE
ch.hsr.se2p.mrt.network.mocks,MockHttpResponse,removeHeaders,75,1,4,0,1,0,1,0
ch.hsr.se2p.mrt.network.mocks,MockHttpResponse,setEntity,135,1,4,0,1,0,1,0
ch.hsr.se2p.mrt.network.mocks,MockHttpResponse,setHeader,60,2,4,0,1,0,1,0
ch.hsr.se2p.mrt.network.mocks,MockHttpResponse,setHeader,55,1,4,0,1,0,1,0
ch.hsr.se2p.mrt.network.mocks,MockHttpResponse,setHeaders,65,1,4,0,1,0,1,0
ch.hsr.se2p.mrt.network.mocks,MockHttpResponse,setLocale,145,1,4,0,1,0,1,0
ch.hsr.se2p.mrt.network.mocks,MockHttpResponse,setParams,95,1,4,0,1,0,1,0
ch.hsr.se2p.mrt.network.mocks,MockHttpResponse,setReasonPhrase,125,1,4,0,1,0,1,0
ch.hsr.se2p.mrt.network.mocks,MockHttpResponse,setStatusCode,120,1,4,0,1,0,1,0
ch.hsr.se2p.mrt.network.mocks,MockHttpResponse,setStatusLine,110,2,4,0,1,0,1,0
ch.hsr.se2p.mrt.network.mocks,MockHttpResponse,setStatusLine,115,3,4,0,1,0,1,0
ch.hsr.se2p.mrt.network.mocks,MockHttpResponse,setStatusLine,105,1,4,0,1,0,1,0
ch.hsr.se2p.mrt.services,CustomerSynchronizer,CustomerSynchronizer,27,2,4,0,1,2,1,0
ch.hsr.se2p.mrt.services,CustomerSynchronizer,existingCustomer,71,1,3,0,1,3,1,1
ch.hsr.se2p.mrt.services,CustomerSynchronizer,handleCreation,91,2,13,0,3,15,2,0
ch.hsr.se2p.mrt.services,CustomerSynchronizer,handleDeletion,105,2,11,0,3,11,2,0
ch.hsr.se2p.mrt.services,CustomerSynchronizer,handleGpsPosition,117,1,7,0,2,8,2,1
ch.hsr.se2p.mrt.services,CustomerSynchronizer,handleUpdate,75,2,7,0,2,6,2,0
ch.hsr.se2p.mrt.services,CustomerSynchronizer,processCustomer,58,2,12,0,3,10,3,0
ch.hsr.se2p.mrt.services,CustomerSynchronizer,synchronize,32,0,13,3,3,12,2,0
ch.hsr.se2p.mrt.services,CustomerSynchronizer,synchronizeCustomers,46,3,11,1,4,7,4,0
ch.hsr.se2p.mrt.services,CustomerSynchronizer,updatePosition,83,1,7,0,2,9,2,0
ch.hsr.se2p.mrt.services,SynchronizationService,onBind,29,1,5,0,1,1,1,0
ch.hsr.se2p.mrt.services,SynchronizationService,onCreate,35,0,8,0,1,4,1,0
ch.hsr.se2p.mrt.services,SynchronizationService,onDestroy,44,0,7,0,1,3,1,0
ch.hsr.se2p.mrt.services,SynchronizationService,onStartCommand,21,3,7,0,1,2,1,0
ch.hsr.se2p.mrt.services,SynchronizationServiceSpec,getSynchronizers,6,0,3,0,1,1,1,0
ch.hsr.se2p.mrt.services,SynchronizationServiceTask,SynchronizationServiceTask,20,1,6,0,1,7,1,0
ch.hsr.se2p.mrt.services,SynchronizationServiceTask,getSynchronizationServiceSpec,37,0,3,0,1,1,1,0
ch.hsr.se2p.mrt.services,SynchronizationServiceTask,loadPreferences,58,0,3,0,1,2,1,0
ch.hsr.se2p.mrt.services,SynchronizationServiceTask,login,62,0,4,0,1,7,1,3
ch.hsr.se2p.mrt.services,SynchronizationServiceTask,newSynchronizerInstance,54,1,3,0,1,3,1,0
ch.hsr.se2p.mrt.services,SynchronizationServiceTask,run,27,0,9,0,2,6,2,0
ch.hsr.se2p.mrt.services,SynchronizationServiceTask,runSynchronizers,41,0,12,2,3,12,3,0
ch.hsr.se2p.mrt.services,Synchronizer,synchronize,8,0,,,,,,
ch.hsr.se2p.mrt.services,TimeEntrySynchronizer,TimeEntrySynchronizer,23,2,4,0,1,2,1,0
ch.hsr.se2p.mrt.services,TimeEntrySynchronizer,getTimeEntriesToTransmit,94,0,4,0,1,4,1,0
ch.hsr.se2p.mrt.services,TimeEntrySynchronizer,handleTransmittedTimeEntry,78,3,8,0,2,5,2,0
ch.hsr.se2p.mrt.services,TimeEntrySynchronizer,setCustomerRelationOnTimeEntry,73,1,4,0,2,6,2,2
ch.hsr.se2p.mrt.services,TimeEntrySynchronizer,setGpsPositionRelationOnTimeEntry,68,1,4,0,2,6,2,2
ch.hsr.se2p.mrt.services,TimeEntrySynchronizer,setRelationObjectsOnTimeEntry,57,1,5,0,1,3,1,0
ch.hsr.se2p.mrt.services,TimeEntrySynchronizer,setTimeEntryTypeRelationOnTimeEntry,63,1,4,0,2,6,2,2
ch.hsr.se2p.mrt.services,TimeEntrySynchronizer,setTransmitted,87,2,6,0,2,4,2,2
ch.hsr.se2p.mrt.services,TimeEntrySynchronizer,synchronize,28,0,15,2,3,12,3,0
ch.hsr.se2p.mrt.services,TimeEntrySynchronizer,transmitTimeEnties,44,1,12,0,3,10,3,0
ch.hsr.se2p.mrt.services,TimeEntryTypeSynchronizer,TimeEntryTypeSynchronizer,26,2,4,0,1,2,1,0
ch.hsr.se2p.mrt.services,TimeEntryTypeSynchronizer,handleCreation,78,2,4,0,1,2,1,0
ch.hsr.se2p.mrt.services,TimeEntryTypeSynchronizer,handleDeletion,83,2,10,0,3,8,3,0
ch.hsr.se2p.mrt.services,TimeEntryTypeSynchronizer,handleUpdate,73,2,4,0,1,2,1,0
ch.hsr.se2p.mrt.services,TimeEntryTypeSynchronizer,needsUpdating,69,1,3,0,1,3,1,1
ch.hsr.se2p.mrt.services,TimeEntryTypeSynchronizer,processTimeEntryType,58,2,10,0,3,7,2,0
ch.hsr.se2p.mrt.services,TimeEntryTypeSynchronizer,synchronize,31,0,13,3,3,12,2,0
ch.hsr.se2p.mrt.services,TimeEntryTypeSynchronizer,synchronizeTimeEntryTypes,45,3,12,1,4,7,4,0
